address,country,firstname,hs_object_id,industry,lastname,phone,raw_email,technical_test___create_date,name
"Thomas  Tunnel, 5802",England,Analise,460752,;Meat;Animal feeds,Kent,(+44) 7438042870,analise_kent1892833221@brety.org,2021-07-09,AnaliseKent
"Duthie   Walk, 8529",England,Analise,454132,;Animal feeds;Bakery products,Moss,(+44) 4641541502,analise_moss2123349686@deons.tech,2021-11-12,AnaliseMoss
"Vine  Pass, 9336",Ireland,Analise,463001,Bakery products,Norris,(+353) 1288607271,analise_norris1482086122@extex.org,2021-03-29,AnaliseNorris
"Elia   Crossroad, 5087",Ireland,Analise,463251,;Dairy products;Bakery products,Pond,(+353) 4878112866,analise_pond277062051@irrepsy.com,2021-08-07,AnalisePond
"Falconberg   Drive, 5698",Ireland,Andie,459024,;Milling;Animal feeds,Edler,(+353) 1448316381,andie_edler1668569249@guentu.biz,2021-07-19,AndieEdler
"Lincoln Avenue, 1258",England,Andrea,463651,Milling,Payne,(+44) 4256250024,andrea_payne949362578@nimogy.biz,2021-08-12,AndreaPayne
"Cliffords  Hill, 3685",England,Andrea,460242,;Animal feeds;Poultry and fish,Preston,(+44) 0041222007,andrea_preston1332984028@atink.com,2021-11-29,AndreaPreston
"St. Pauls  Street, 1524",Ireland,Andrea,459766,;Fruit and vegetables;Meat,Rehman,(+353) 5237656720,andrea_rehman2102786671@nanoff.biz,2021-06-23,AndreaRehman
"Unwin  Boulevard, 2230",England,Andrea,457506,Animal feeds,Roberts,(+44) 1708516354,andrea_roberts947513676@twipet.com,2021-11-14,AndreaRoberts
"Anns  Lane, 367",England,Andrea,447150,;Fruit and vegetables;Milling,Rycroft,(+44) 8463062547,andrea_rycroft2006711639@kideod.biz,2021-08-01,AndreaRycroft
"Fairfield  Route, 6365",Ireland,Andrea,461712,Fruit and vegetables,Terry,(+353) 2663616843,andrea_terry2048067974@irrepsy.com,2021-12-01,AndreaTerry
"Wakley   Lane, 9150",Ireland,Angel,461365,Animal feeds,Abbey,(+353) 0268135216,angel_abbey1899863347@supunk.biz,2021-05-04,AngelAbbey
"Timothy  Drive, 7196",England,Angel,461516,Milling,Foxley,(+44) 0842547171,angel_foxley1203562200@irrepsy.com,2021-12-22,AngelFoxley
"Sundown Boulevard, 177",England,Angel,454586,;Poultry and fish;Dairy products,Pope,(+44) 5416655160,angel_pope1215127892@vetan.org,2021-07-29,AngelPope
"Rail Avenue, 9990",England,Angel,461051,;Fruit and vegetables;Poultry and fish,Ramsey,(+44) 2121873144,angel_ramsey153969822@eirey.tech,2021-09-23,AngelRamsey
"Chapel  Lane, 7734",Ireland,Angel,460807,;Dairy products;Meat,Whinter,(+353) 3626865806,angel_whinter186149725@twipet.com,2021-02-24,AngelWhinter
"Catherine  Alley, 4687",Ireland,Angela,457520,Fruit and vegetables,Evans,(+353) 7574131680,angela_evans1100524756@guentu.biz,2021-05-07,AngelaEvans
"Cliffords  Boulevard, 4836",Ireland,Angela,460359,;Poultry and fish;Animal feeds,Wright,(+353) 7140624578,angela_wright1627350027@acrit.org,2021-12-29,AngelaWright
"Adderley   Route, 186",England,Angelica,457604,;Meat;Fruit and vegetables,Foxley,(+44) 3586381587,angelica_foxley233218888@gmail.com,2021-11-19,AngelicaFoxley
"Eaglet  Street, 6816",England,Angelica,447145,Meat,Matthews,(+44) 8477535834,angelica_matthews919704283@nanoff.biz,2021-08-14,AngelicaMatthews
"Bendmore  Street, 737",Ireland,Angelica,460212,;Animal feeds;Dairy products,Mccormick,(+353) 7446053371,angelica_mccormick2031778220@eirey.tech,2021-04-24,AngelicaMccormick
"Apsley    Crossroad, 8069",England,Angelica,460689,Dairy products,Ventura,(+44) 5385334863,angelica_ventura1076604371@gompie.com,2021-07-01,AngelicaVentura
"Monroe Boulevard, 6874",Ireland,Angelina,460860,;Poultry and fish;Animal feeds,Gordon,(+353) 8852713343,angelina_gordon1576674613@womeona.net,2021-06-13,AngelinaGordon
"Ayres   Hill, 1274",Ireland,Angelina,452545,;Fruit and vegetables;Milling,Harrington,(+353) 5650370720,angelina_harrington1579181374@bauros.biz,2021-06-25,AngelinaHarrington
"Collingwood  Tunnel, 3863",England,Angelina,458514,;Poultry and fish;Fruit and vegetables,Parker,(+44) 0677041854,angelina_parker193602543@hourpy.biz,2021-12-21,AngelinaParker
"Clifton  Grove, 9847",Ireland,Angelina,460388,;Poultry and fish;Bakery products,Richards,(+353) 7444811531,angelina_richards1766614043@womeona.net,2021-05-11,AngelinaRichards
"Cable    Street, 9953",England,Angelina,460704,;Milling;Animal feeds,Wright,(+44) 5704275755,angelina_wright12572911@acrit.org,2021-11-21,AngelinaWright
"Clerkenwell Rue, 4255",England,Angelique,460805,;Milling;Dairy products,Isaac,(+44) 2834844862,angelique_isaac1550872090@bulaffy.com,2021-05-10,AngeliqueIsaac
"Thrale   Alley, 8213",Ireland,Angelique,459672,Animal feeds,Johnson,(+353) 0676871135,angelique_johnson2059173196@corti.com,2021-02-10,AngeliqueJohnson
"Pine Boulevard, 5861",Ireland,Angelique,456906,Dairy products,Kelly,(+353) 8605622176,angelique_kelly1690655092@liret.org,2021-06-08,AngeliqueKelly
"Lake Way, 2761",Ireland,Angelique,454596,Dairy products,Quinton,(+353) 6526747502,angelique_quinton269528266@deavo.com,2021-04-11,AngeliqueQuinton
"Woodland Hill, 3552",Ireland,Anthony,455503,Milling,Anderson,(+353) 6244481140,anthony_anderson1364524132@gmail.com,2021-11-29,AnthonyAnderson
"Kingly  Alley, 4802",Ireland,Anthony,454990,;Milling;Meat,Appleton,(+353) 0440282082,anthony_appleton1863587085@deons.tech,2021-07-19,AnthonyAppleton
"Longman   Way, 6193",Ireland,Anthony,455789,;Milling;Animal feeds,Baker,(+353) 0455380617,anthony_baker1534797630@infotech44.tech,2021-08-01,AnthonyBaker
"Howard Drive, 4781",England,Anthony,454568,Fruit and vegetables,Calderwood,(+44) 7417007005,anthony_calderwood1188607108@famism.biz,2021-04-26,AnthonyCalderwood
"Black Swan  Road, 193",England,Anthony,459670,Poultry and fish,Dempsey,(+44) 3703814767,anthony_dempsey400267698@zorer.org,2021-11-02,AnthonyDempsey
"Bond Crossroad, 6370",Ireland,Anthony,454136,;Milling;Animal feeds,Dyson,(+353) 7886787072,anthony_dyson1899872608@deavo.com,2021-11-01,AnthonyDyson
"Aberavon  Road, 1781",Ireland,Anthony,461951,;Meat;Fruit and vegetables,Evans,(+353) 4774228762,anthony_evans2003873625@extex.org,2021-10-15,AnthonyEvans
"Lincoln Boulevard, 7478",England,Anthony,448187,;Bakery products;Meat,Forester,(+44) 0864274210,anthony_forester15332669@gompie.com,2021-05-21,AnthonyForester
"Caslon   Drive, 3137",Ireland,Anthony,461701,;Milling;Meat,Fox,(+353) 2535401477,anthony_fox677955251@jiman.org,2021-07-28,AnthonyFox
"Rosewood Grove, 5732",England,Anthony,447141,;Dairy products;Meat,Gibson,(+44) 1365413034,anthony_gibson1061370378@deons.tech,2021-11-12,AnthonyGibson
"Blackall   Route, 5234",Ireland,Anthony,454846,;Dairy products;Animal feeds;Bakery products,Glass,(+353) 5671611645,anthony_glass1234332681@typill.biz,2021-12-20,AnthonyGlass
"Marina  Walk, 4037",England,Anthony,455781,;Meat;Dairy products,Griffiths,(+44) 4813031155,anthony_griffiths2030285208@nanoff.biz,2021-09-15,AnthonyGriffiths
"Lake Avenue, 5234",Ireland,Anthony,460358,;Milling;Dairy products,Harrington,(+353) 8786784423,anthony_harrington559333461@nanoff.biz,2021-11-21,AnthonyHarrington
"Battis   Pass, 2574",Ireland,Anthony,454573,;Fruit and vegetables;Dairy products,Hudson,(+353) 5284632760,anthony_hudson1065469929@sheye.org,2021-06-22,AnthonyHudson
"Caxton  Route, 618",Ireland,Anthony,454832,Milling,Jeffery,(+353) 4356327772,anthony_jeffery1981713729@eirey.tech,2021-09-26,AnthonyJeffery
"Queen Caroline   Hill, 4861",Ireland,Anthony,458512,;Poultry and fish;Animal feeds,Jobson,(+353) 3584002371,anthony_jobson752104730@twipet.com,2021-12-24,AnthonyJobson
"Waldram Park  Route, 3461",England,Anthony,460248,;Meat;Fruit and vegetables,Mason,(+44) 7126620165,anthony_mason504555562@sveldo.biz,2021-02-12,AnthonyMason
"Chicksand  Rue, 7838",England,Anthony,460230,;Milling;Animal feeds,Norton,(+44) 0287707383,anthony_norton560699012@brety.org,2021-03-24,AnthonyNorton
"Camden  Grove, 1618",Ireland,Anthony,454978,;Meat;Poultry and fish,Palmer,(+353) 1386881838,anthony_palmer1315535323@twace.org,2021-03-02,AnthonyPalmer
"Magnolia Walk, 7760",Ireland,Anthony,460674,;Bakery products;Milling,Reid,(+353) 7487183132,anthony_reid376780591@nickia.com,2021-06-23,AnthonyReid
"Fair Alley, 8785",Ireland,Anthony,454804,;Milling;Poultry and fish,Rogers,(+353) 3585257142,anthony_rogers267786739@grannar.com,2021-11-25,AnthonyRogers
"Adderley   Way, 1586",England,Anthony,461517,;Poultry and fish;Fruit and vegetables,Shelton,(+44) 4770381507,anthony_shelton1584790507@deavo.com,2021-04-23,AnthonyShelton
"Ashley Tunnel, 7031",Ireland,Anthony,455785,;Poultry and fish;Bakery products,Simpson,(+353) 0125730535,anthony_simpson1652058214@ubusive.com,2021-12-26,AnthonySimpson
"Arctic   Lane, 9179",Ireland,Anthony,448231,;Poultry and fish;Dairy products;Animal feeds;Bakery products;Milling,Sinclair,(+353) 3505033457,anthony_sinclair1094808725@bungar.biz,2021-10-13,AnthonySinclair
"Fairholt   Vale, 8762",England,Anthony,457616,;Poultry and fish;Fruit and vegetables,Thompson,(+44) 2244151054,anthony_thompson374678525@nickia.com,2021-10-26,AnthonyThompson
"Fairview Alley, 9221",Ireland,Anthony,462007,;Bakery products;Animal feeds,Wilson,(+353) 4704483375,anthony_wilson731916940@twipet.com,2021-12-23,AnthonyWilson
"Linden Avenue, 5098",Ireland,Anthony,459005,;Milling;Dairy products,Wren,(+353) 1684223254,anthony_wren1980627041@extex.org,2021-10-23,AnthonyWren
"South Drive, 2537",England,Audrey,454111,;Fruit and vegetables;Dairy products,Owen,(+44) 8582560553,audrey_owen783747920@bungar.biz,2021-11-17,AudreyOwen
"Garfield Road, 6349",Ireland,Aurelia,458518,;Milling;Fruit and vegetables,Broomfield,(+353) 3510674884,aurelia_broomfield119912511@sheye.org,2021-04-29,AureliaBroomfield
"York Way, 106",England,Aurelia,460221,;Milling;Bakery products,Matthews,(+44) 4570408183,aurelia_matthews1292115967@guentu.biz,2021-12-01,AureliaMatthews
"Comet House  Street, 3595",Ireland,Aurelia,459010,Poultry and fish,Yoman,(+353) 6314522306,aurelia_yoman276230202@joiniaa.com,2021-04-27,AureliaYoman
"Coalecroft  Avenue, 6325",Ireland,Barney,461401,;Dairy products;Poultry and fish,Amstead,(+353) 0307553838,barney_amstead2112253941@cispeto.com,2021-09-16,BarneyAmstead
"Abourne   Boulevard, 4239",England,Barney,446647,;Fruit and vegetables;Meat;Bakery products,Bowen,(+44) 7434843803,barney_bowen1612409800@guentu.biz,2021-07-04,BarneyBowen
"Spruce Road, 3357",England,Barney,460812,Dairy products,Clarke,(+44) 1433636246,barney_clarke856051341@nimogy.biz,2021-08-22,BarneyClarke
"Cobden  Vale, 1900",England,Barney,458509,;Milling;Animal feeds,Collingwood,(+44) 8553377853,barney_collingwood1069546998@fuliss.net,2021-05-15,BarneyCollingwood
"Vincent  Boulevard, 9484",Ireland,Barney,462003,;Poultry and fish;Bakery products,Collis,(+353) 3040600541,barney_collis174969563@eirey.tech,2021-11-27,BarneyCollis
"Fieldstone Tunnel, 9543",England,Barney,459021,;Dairy products;Bakery products;Fruit and vegetables,Cox,(+44) 0552605665,barney_cox1017003745@gompie.com,2021-11-24,BarneyCox
"Becklow  Boulevard, 4147",England,Barney,459801,;Dairy products;Poultry and fish,Davies,(+44) 4200623555,barney_davies2804672@zorer.org,2021-11-03,BarneyDavies
"Champion  Way, 609",Ireland,Barney,447045,Dairy products,Evans,(+353) 2553113183,barney_evans1985908586@deavo.com,2021-08-25,BarneyEvans
"Cable    Alley, 4468",England,Barney,456907,;Dairy products;Milling,Harrison,(+44) 6403630312,barney_harrison615549648@nanoff.biz,2021-03-08,BarneyHarrison
"Bolingbroke  Rue, 672",England,Barney,460379,;Meat;Poultry and fish,Heaton,(+44) 5562641365,barney_heaton2094543719@nimogy.biz,2021-10-11,BarneyHeaton
"Ashley Street, 6767",Ireland,Barney,455765,;Dairy products;Bakery products,Hill,(+353) 5314780804,barney_hill1662845102@gembat.biz,2021-11-05,BarneyHill
"Paris   Pass, 261",England,Barney,460701,;Fruit and vegetables;Dairy products,Knight,(+44) 0731872036,barney_knight201304615@bulaffy.com,2021-09-17,BarneyKnight
"Battersea   Way, 1318",England,Barney,454831,;Meat;Dairy products;Fruit and vegetables,Mcleod,(+44) 1403608685,barney_mcleod1208601158@iatim.tech,2021-12-14,BarneyMcleod
"Fieldstone Tunnel, 5473",England,Barney,459773,;Dairy products;Meat,Mcneill,(+44) 7156073152,barney_mcneill75485957@infotech44.tech,2021-11-16,BarneyMcneill
"Chestnut Rise Vale, 2213",Ireland,Barney,461370,Bakery products,Owens,(+353) 7633840245,barney_owens681506352@vetan.org,2021-11-05,BarneyOwens
"Endsleigh  Lane, 1362",Ireland,Barney,451176,;Fruit and vegetables;Dairy products,Parsons,(+353) 7863528775,barney_parsons99735672@muall.tech,2021-11-20,BarneyParsons
"West Lane, 262",England,Barney,462701,Fruit and vegetables,Roberts,(+44) 2036047283,barney_roberts140572612@ubusive.com,2021-10-08,BarneyRoberts
"Apostle  Lane, 946",England,Barney,457101,;Meat;Animal feeds,Rowan,(+44) 1070053405,barney_rowan661193261@twipet.com,2021-07-21,BarneyRowan
"Balfe   Road, 467",England,Barney,460705,;Animal feeds;Poultry and fish,Russell,(+44) 5307440555,barney_russell1168266622@typill.biz,2021-04-19,BarneyRussell
"Camberwell  Grove, 978",Ireland,Barney,457931,;Milling;Meat,Saunders,(+353) 6416417168,barney_saunders903580834@supunk.biz,2021-04-22,BarneySaunders
"Hamilton  Pass, 9260",England,Barney,451164,;Bakery products;Meat,Swan,(+44) 4151771238,barney_swan405056752@gompie.com,2021-02-16,BarneySwan
"Spruce Route, 1952",Ireland,Barney,456352,;Milling;Poultry and fish,Tailor,(+353) 6715541307,barney_tailor181451570@ubusive.com,2021-11-29,BarneyTailor
"Fawn Walk, 251",England,Barney,461362,;Milling;Animal feeds;Dairy products,Taylor,(+44) 6336415572,barney_taylor689899986@deavo.com,2021-09-05,BarneyTaylor
"Blore  Hill, 4442",England,Barney,451186,;Animal feeds;Milling;Bakery products,Truscott,(+44) 0418234662,barney_truscott617725455@elnee.tech,2021-11-02,BarneyTruscott
"Gautrey  Lane, 8442",England,Barney,463160,Dairy products,Underhill,(+44) 7155648114,barney_underhill1690393855@irrepsy.com,2021-04-20,BarneyUnderhill
"Virginia Vale, 9915",England,Barney,459691,;Dairy products;Poultry and fish,Vass,(+44) 8102613840,barney_vass1799357237@deavo.com,2021-11-22,BarneyVass
"Collins  Drive, 6466",Ireland,Barney,446644,;Poultry and fish;Fruit and vegetables,West,(+353) 1378101264,barney_west723403733@womeona.net,2021-08-16,BarneyWest
"Cheltenham  Grove, 3451",England,Barry,454836,;Dairy products;Poultry and fish,Bell,(+44) 2634200658,barry_bell210397934@gmail.com,2021-09-07,BarryBell
"Bond Crossroad, 4374",England,Barry,460664,;Animal feeds;Dairy products,Bradshaw,(+44) 1563617822,barry_bradshaw2052673594@eirey.tech,2021-09-15,BarryBradshaw
"Bagford   Walk, 3438",Ireland,Barry,460167,;Bakery products;Meat,Chadwick,(+353) 8782575232,barry_chadwick2102929961@deavo.com,2021-05-24,BarryChadwick
"Tisbury  Grove, 5052",England,Barry,454968,;Animal feeds;Dairy products,Coleman,(+44) 1882262707,barry_coleman314635794@deons.tech,2021-11-05,BarryColeman
"Howard Grove, 4387",Ireland,Barry,457913,Poultry and fish,Crawford,(+353) 6557844683,barry_crawford1278875151@nickia.com,2021-09-06,BarryCrawford
"Cheltenham  Drive, 5800",Ireland,Barry,460170,;Poultry and fish;Bakery products;Meat,Dickson,(+353) 7867852533,barry_dickson994073457@bulaffy.com,2021-10-30,BarryDickson
"Epworth  Boulevard, 4173",England,Barry,460368,;Animal feeds;Milling;Fruit and vegetables,Dillon,(+44) 1576825258,barry_dillon489370500@gembat.biz,2021-08-29,BarryDillon
"Longman   Pass, 7292",England,Barry,454574,;Milling;Animal feeds,Evans,(+44) 8412243742,barry_evans775164058@extex.org,2021-10-12,BarryEvans
"Dunstable   Drive, 3099",Ireland,Barry,447140,Dairy products,Hill,(+353) 4581540123,barry_hill1085609118@gembat.biz,2021-12-06,BarryHill
"Blackheath  Tunnel, 3479",Ireland,Barry,452793,;Meat;Animal feeds,Kerr,(+353) 5761575284,barry_kerr2131042293@guentu.biz,2021-12-21,BarryKerr
"Waite  Drive, 8410",England,Barry,459765,Dairy products,Knight,(+44) 5251273122,barry_knight498321574@liret.org,2021-10-20,BarryKnight
"Beaumont  Hill, 710",England,Barry,455772,;Milling;Animal feeds,Maxwell,(+44) 4215520033,barry_maxwell1195867497@atink.com,2021-08-20,BarryMaxwell
"Abbotswell  Rue, 9541",England,Barry,454972,;Meat;Dairy products,Mcleod,(+44) 4643813742,barry_mcleod1407527712@infotech44.tech,2021-09-11,BarryMcleod
"Fawn Lane, 6323",England,Barry,452785,;Milling;Poultry and fish,Mcnally,(+44) 0775228217,barry_mcnally2128861249@tonsy.org,2021-12-19,BarryMcnally
"Arctic   Lane, 4241",England,Barry,458505,;Animal feeds;Meat,Robinson,(+44) 4185522082,barry_robinson1693849390@iatim.tech,2021-12-02,BarryRobinson
"Timber   Tunnel, 8807",Ireland,Barry,454613,;Milling;Dairy products;Fruit and vegetables;Bakery products,Ross,(+353) 2643457286,barry_ross470425765@gmail.com,2021-09-11,BarryRoss
"Boleyn  Drive, 2714",England,Barry,457504,;Bakery products;Poultry and fish;Meat,Ryan,(+44) 2742575850,barry_ryan1600445419@twace.org,2021-05-29,BarryRyan
"Angel  Route, 8381",Ireland,Barry,457651,;Milling;Dairy products,Selby,(+353) 0058718612,barry_selby1437727251@elnee.tech,2021-06-09,BarrySelby
"Besson  Rue, 9326",England,Bart,454184,;Animal feeds;Meat,Anderson,(+44) 6467032304,bart_anderson285933627@irrepsy.com,2021-05-06,BartAnderson
"Heritage Way, 8937",England,Bart,454828,;Animal feeds;Meat,Andrews,(+44) 0857218603,bart_andrews397344012@twace.org,2021-07-09,BartAndrews
"Littlebury  Crossroad, 4365",England,Bart,456951,;Bakery products;Poultry and fish,Bell,(+44) 0341288755,bart_bell610149938@deons.tech,2021-09-20,BartBell
"Arundel   Crossroad, 6857",Ireland,Bart,459774,Fruit and vegetables,Clarke,(+353) 5180750702,bart_clarke1681710931@bretoux.com,2021-02-05,BartClarke
"Fair Tunnel, 799",England,Bart,460224,;Animal feeds;Dairy products,Dillon,(+44) 5046520727,bart_dillon765100042@deons.tech,2021-12-31,BartDillon
"Rosewood Rue, 2061",Ireland,Bart,455768,;Animal feeds;Milling,Downing,(+353) 6411437854,bart_downing163686386@dionrab.com,2021-05-31,BartDowning
"Abbotswell  Alley, 1170",Ireland,Bart,454119,;Poultry and fish;Meat,Durrant,(+353) 1740832113,bart_durrant1684371922@gmail.com,2021-03-17,BartDurrant
"Central  Vale, 5634",Ireland,Bart,459006,;Fruit and vegetables;Dairy products,Higgs,(+353) 6775186058,bart_higgs1341155988@twipet.com,2021-11-16,BartHiggs
"Birkenhead   Alley, 5748",Ireland,Bart,455405,Fruit and vegetables,Hope,(+353) 6637353452,bart_hope1165978647@elnee.tech,2021-12-19,BartHope
"Sheringham   Walk, 8321",Ireland,Bart,459019,;Fruit and vegetables;Milling,Horton,(+353) 8527471231,bart_horton1975752769@gompie.com,2021-12-09,BartHorton
"Cleveland  Grove, 5532",England,Bart,457906,;Bakery products;Fruit and vegetables,Hunt,(+44) 6601051158,bart_hunt1939616784@famism.biz,2021-08-09,BartHunt
"Meadow Tunnel, 4258",Ireland,Bart,449681,;Animal feeds;Poultry and fish;Bakery products;Fruit and vegetables,Lyon,(+353) 8027580538,bart_lyon420184376@acrit.org,2021-10-08,BartLyon
"Berriman  Alley, 2827",England,Bart,457914,;Fruit and vegetables;Animal feeds,Marshall,(+44) 7315487445,bart_marshall2877043@hourpy.biz,2021-06-04,BartMarshall
"College  Alley, 1530",England,Bart,457923,Dairy products,Matthews,(+44) 1015185560,bart_matthews2053493031@jiman.org,2021-10-16,BartMatthews
"Bingham   Vale, 2258",England,Bart,460222,Poultry and fish,Murray,(+44) 0743017444,bart_murray534629352@atink.com,2021-11-19,BartMurray
"Cavell   Lane, 8299",England,Bart,460813,;Meat;Fruit and vegetables,Norburn,(+44) 8617784568,bart_norburn1989345618@sveldo.biz,2021-07-25,BartNorburn
"Waite  Walk, 1126",Ireland,Bart,452797,;Dairy products;Bakery products,Partridge,(+353) 8087801163,bart_partridge1931795093@grannar.com,2021-03-18,BartPartridge
"Jackson Grove, 4997",Ireland,Bart,454589,Dairy products,Rainford,(+353) 8722001671,bart_rainford1525722227@gmail.com,2021-09-29,BartRainford
"Liverpool  Rue, 7462",Ireland,Bart,452529,;Animal feeds;Dairy products;Bakery products;Milling,Robinson,(+353) 2221684238,bart_robinson107524229@typill.biz,2021-09-18,BartRobinson
"Bermondsey    Route, 8509",England,Bart,461108,;Milling;Meat,Russell,(+44) 0115007404,bart_russell1725306797@famism.biz,2021-06-25,BartRussell
